"Note: in order of color, mega cap> large cap> mid cap> small cap> micro cap ",,,,,,,,
,,,,,,,,
Symbol,Name,LastSale, MarketCap ,ADR TSO,IPOyear,Sector,Industry,Summary Quote
CORI,"Corium International, Inc.",11.21," 400,675,162.55 ",n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cori
ADUS,Addus HomeCare Corporation,34.45," 400,465,265.20 ",n/a,2009,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/adus
KALA,"Kala Pharmaceuticals, Inc.",16.34," 395,869,997.00 ",n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kala
GLYC,"GlycoMimetics, Inc.",12.03," 393,658,231.35 ",n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/glyc
ARAY,Accuray Incorporated,4.7," 393,646,925.50 ",n/a,2007,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/aray
MRSN,"Mersana Therapeutics, Inc.",17.3," 392,928,481.70 ",n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mrsn
SGRY,"Surgery Partners, Inc.",7.95," 390,498,896.10 ",n/a,2015,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/sgry
CNCE,"Concert Pharmaceuticals, Inc.",17.21," 390,446,488.27 ",n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cnce
CERS,Cerus Corporation,3.52," 384,165,355.20 ",n/a,1997,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cers
PLSE,"Pulse Biosciences, Inc",23.501," 384,001,992.32 ",n/a,2016,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/plse
AVEO,"AVEO Pharmaceuticals, Inc.",3.2," 378,585,024.00 ",n/a,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aveo
SRDX,"Surmodics, Inc.",28.7," 376,255,880.70 ",n/a,1998,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/srdx
CBAY,CymaBay Therapeutics Inc.,8.58," 375,434,785.44 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cbay
AGEN,Agenus Inc.,3.74," 372,924,020.70 ",n/a,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/agen
INSY,"Insys Therapeutics, Inc.",5.11," 371,479,866.17 ",n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/insy
TYME,"Tyme Technologies, Inc.",4.02," 359,070,689.34 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tyme
NEOS,"Neos Therapeutics, Inc.",12.7836," 358,971,605.59 ",n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/neos
ARA,"American Renal Associates Holdings, Inc",11.46," 358,531,428.90 ",n/a,2016,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/ara
ABUS,Arbutus Biopharma Corporation,6.45," 358,149,117.75 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/abus
STML,"Stemline Therapeutics, Inc.",14.15," 357,712,339.60 ",n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/stml
CCXI,"ChemoCentryx, Inc.",7.2," 350,689,024.80 ",n/a,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ccxi
MRTX,"Mirati Therapeutics, Inc.",14," 349,576,962.00 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mrtx
MNKD,MannKind Corporation,3.3075," 349,537,764.24 ",n/a,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mnkd
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",6.9," 346,538,769.00 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/crbp
OXFD,Oxford Immunotec Global PLC,13.25," 339,926,656.50 ",n/a,2013,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/oxfd
SYRS,"Syros Pharmaceuticals, Inc.",12.89," 338,494,016.67 ",n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/syrs
NVAX,"Novavax, Inc.",1.15," 338,310,760.50 ",n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/nvax
GERN,Geron Corporation,2.12," 337,532,848.96 ",n/a,1996,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gern
NK,"NantKwest, Inc.",4.24," 336,828,568.00 ",n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/nk
BLCM,"Bellicum Pharmaceuticals, Inc.",10.12," 336,252,372.28 ",n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/blcm
EDGE,"Edge Therapeutics, Inc.",10.76," 331,965,281.92 ",n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/edge
HCM,Hutchison China MediTech Limited,29.57," 328,600,883.08 ",11112644,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/hcm
OBSV,ObsEva SA,10.96," 324,758,631.52 ",n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/obsv
TTPH,"Tetraphase Pharmaceuticals, Inc.",6.35," 324,189,394.80 ",n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ttph
CLDX,"Celldex Therapeutics, Inc.",2.485," 318,929,335.73 ",n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/cldx
BSTC,BioSpecifics Technologies Corp,44.5," 318,808,368.50 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bstc
KURA,"Kura Oncology, Inc.",14.875," 317,948,796.38 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kura
RMTI,"Rockwell Medical, Inc.",6.07," 314,062,042.80 ",n/a,1998,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/rmti
DEPO,"Depomed, Inc.",4.98," 313,685,150.28 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/depo
BTX,"BioTime, Inc.",2.41," 305,736,805.45 ",n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/btx
CRVS,"Corvus Pharmaceuticals, Inc.",14.55," 304,597,178.70 ",n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/crvs
ACET,Aceto Corporation,9.89," 303,042,002.06 ",n/a,n/a,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/acet
MRUS,Merus N.V.,15.42," 299,097,422.40 ",n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mrus
ATRS,"Antares Pharma, Inc.",1.88," 294,045,759.72 ",n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atrs
COLL,"Collegium Pharmaceutical, Inc.",9.82," 290,347,694.50 ",n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/coll
RTIX,"RTI Surgical, Inc.",4.825," 287,131,378.55 ",n/a,2000,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/rtix
UTMD,"Utah Medical Products, Inc.",76.6," 284,900,524.80 ",n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/utmd
VCYT,"Veracyte, Inc.",8.35," 283,011,284.45 ",n/a,2013,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/vcyt
PETX,"Aratana Therapeutics, Inc.",6.54," 281,231,765.46 ",n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/petx
SIEN,"Sientra, Inc.",14.55," 280,914,725.70 ",n/a,2014,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/sien
SNDX,"Syndax Pharmaceuticals, Inc.",11.48," 278,286,634.08 ",n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sndx
RARX,"Ra Pharmaceuticals, Inc.",12.3," 278,098,645.80 ",n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rarx
ARWR,"Arrowhead Pharmaceuticals, Inc.",3.705," 277,030,641.62 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arwr
NLNK,NewLink Genetics Corporation,8.868," 276,876,314.68 ",n/a,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nlnk
TLGT,"Teligent, Inc.",5.155," 275,235,491.94 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tlgt
ARDX,"Ardelyx, Inc.",5.8," 275,181,806.20 ",n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ardx
VBIV,"VBI Vaccines, Inc.",4.21," 268,618,128.01 ",n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/vbiv
VTL,"Vital Therapies, Inc.",6.35," 268,016,837.60 ",n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vtl
AQXP,"Aquinox Pharmaceuticals, Inc.",11.42," 267,967,011.04 ",n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aqxp
BIOS,"BioScrip, Inc.",2.06," 262,598,965.56 ",n/a,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/bios
IDRA,"Idera Pharmaceuticals, Inc.",1.74," 260,443,824.66 ",n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/idra
KIDS,OrthoPediatrics Corp.,21," 252,933,135.00 ",n/a,2017,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/kids
CPRX,"Catalyst Pharmaceuticals, Inc.",2.99," 252,819,387.21 ",n/a,2006,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cprx
MRNS,"Marinus Pharmaceuticals, Inc.",6.19," 250,262,913.24 ",n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mrns
PTGX,"Protagonist Therapeutics, Inc.",14.67," 247,963,503.87 ",n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ptgx
ALBO,"Albireo Pharma, Inc.",27.7," 246,043,920.40 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/albo
MNOV,"MediciNova, Inc.",6.74," 243,318,940.42 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mnov
AAC,"AAC Holdings, Inc.",10.08," 242,533,751.04 ",n/a,2014,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/aac
ECYT,"Endocyte, Inc.",5.03," 240,732,686.43 ",n/a,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ecyt
ABLX,Ablynx NV,20.95," 239,458,500.00 ",11430000,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/ablx
CMRX,"Chimerix, Inc.",5.07," 238,524,882.96 ",n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cmrx
CLLS,Cellectis S.A.,26.65," 236,004,165.15 ",8855691,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/clls
GNMK,"GenMark Diagnostics, Inc.",4.26," 232,883,196.42 ",n/a,2010,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/gnmk
NERV,"Minerva Neurosciences, Inc",5.95," 229,769,644.65 ",n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nerv
SVRA,"Savara, Inc.",9.38," 227,028,492.32 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/svra
CRIS,"Curis, Inc.",1.56," 224,451,169.80 ",n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cris
CASC,"Cascadian Therapeutics, Inc.",4.35," 219,906,402.60 ",n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/casc
PIRS,"Pieris Pharmaceuticals, Inc.",4.96," 219,771,524.00 ",n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/pirs
MTEM,"Molecular Templates, Inc.",8.14," 218,810,175.98 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mtem
ATHX,"Athersys, Inc.",1.89," 215,292,374.01 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/athx
SBBP,Strongbridge Biopharma plc,6," 214,874,064.00 ",n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sbbp
TOCA,Tocagen Inc.,10.78," 213,545,860.22 ",n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/toca
FONR,Fonar Corporation,33.2," 212,983,345.20 ",n/a,1981,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/fonr
NTEC,Intec Pharma Ltd.,8," 208,555,608.00 ",n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ntec
PPHM,Peregrine Pharmaceuticals Inc.,4.57," 206,089,090.17 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pphm
VTVT,vTv Therapeutics Inc.,6.2325," 204,503,906.25 ",n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vtvt
KIN,"Kindred Biosciences, Inc.",7.25," 204,100,644.25 ",n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kin
SBPH,"Spring Bank Pharmaceuticals, Inc.",15.73," 203,719,749.09 ",n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sbph
ZYME,Zymeworks Inc.,8," 202,677,752.00 ",n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/zyme
SRNE,"Sorrento Therapeutics, Inc.",2.55," 200,229,666.90 ",n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/srne
FATE,"Fate Therapeutics, Inc.",4.83," 200,038,294.68 ",n/a,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/fate
HAIR,"Restoration Robotics, Inc.",6.99," 199,781,420.67 ",n/a,2017,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/hair
FBIO,"Fortress Biotech, Inc.",3.88," 196,047,103.52 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fbio
NSTG,"NanoString Technologies, Inc.",7.77," 195,839,765.31 ",n/a,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/nstg
QTNT,Quotient Limited,5.13," 193,236,660.45 ",n/a,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/qtnt
CELC,Celcuity Inc.,19.79," 192,399,369.50 ",n/a,2017,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/celc
GTXI,"GTx, Inc.",8.86," 190,861,313.74 ",n/a,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gtxi
OVID,Ovid Therapeutics Inc.,7.74," 190,418,984.64 ",n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ovid
KMDA,Kamada Ltd.,4.7," 189,197,278.00 ",n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kmda
NATR,"Nature&#39;s Sunshine Products, Inc.",9.95," 187,983,170.95 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/natr
KDMN,"Kadmon Holdings, Inc.",3.59," 186,129,010.39 ",n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kdmn
OCX,OncoCyte Corporation,5.9," 184,885,273.30 ",n/a,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/ocx
NYMX,Nymox Pharmaceutical Corporation,3.53," 184,857,882.16 ",n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/nymx
ALRN,"Aileron Therapeutics, Inc.",12.55," 184,670,940.80 ",n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/alrn
NBRV,Nabriva Therapeutics plc,6.14," 183,820,400.64 ",n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nbrv
AVXL,Anavex Life Sciences Corp.,4.35," 183,448,591.50 ",n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/avxl
CVRS,"Corindus Vascular Robotics, Inc.",0.9664," 181,003,640.08 ",n/a,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cvrs
XOMA,XOMA Corporation,23.71," 180,149,860.34 ",n/a,1986,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/xoma
CLSD,"Clearside Biomedical, Inc.",6.97," 176,595,279.54 ",n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/clsd
CGNT,"Cogentix Medical, Inc.",2.89," 176,043,708.42 ",n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cgnt
MGEN,"Miragen Therapeutics, Inc.",8.06," 173,158,670.36 ",n/a,2014,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/mgen
CTSO,Cytosorbents Corporation,6.1," 171,617,314.60 ",n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ctso
OMED,"OncoMed Pharmaceuticals, Inc.",4.5," 169,336,993.50 ",n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/omed
REPH,"Recro Pharma, Inc.",8.8," 167,724,515.20 ",n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/reph
ARGX,argenx SE,23.21," 166,657,826.72 ",7180432,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/argx
ONVO,"Organovo Holdings, Inc.",1.57," 166,613,185.36 ",n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/onvo
OCUL,"Ocular Therapeutix, Inc.",5.72," 166,205,874.12 ",n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ocul
CCM,Concord Medical Services Holdings Limited,3.8," 164,783,169.60 ",n/a,2009,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/ccm
VBLT,Vascular Biogenics Ltd.,6.1," 164,103,938.50 ",n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vblt
ZLAB,Zai Lab Limited,27.89," 164,076,870.00 ",5883000,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/zlab
PSTI,"Pluristem Therapeutics, Inc.",1.65," 163,263,780.90 ",n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/psti
DRNA,"Dicerna Pharmaceuticals, Inc.",7.796," 162,503,168.48 ",n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/drna
ADMP,Adamis Pharmaceuticals Corporation,5.15," 161,459,370.10 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/admp
BDSI,"BioDelivery Sciences International, Inc.",2.9," 160,880,318.80 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bdsi
CASI,"CASI Pharmaceuticals, Inc.",2.36," 160,830,316.04 ",n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/casi
GPAC,Global Partner Acquisition Corp.,10.04," 160,537,290.80 ",n/a,2015,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/gpac
CKPT,"Checkpoint Therapeutics, Inc.",6.3," 159,822,022.50 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ckpt
CDNA,"CareDx, Inc.",5.79," 159,552,939.81 ",n/a,2014,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/cdna
CFMS,"ConforMIS, Inc.",3.54," 159,318,641.64 ",n/a,2015,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/cfms
AGRX,"Agile Therapeutics, Inc.",4.62," 158,004,000.00 ",n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/agrx
MACK,"Merrimack Pharmaceuticals, Inc.",11.69," 155,243,200.00 ",n/a,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mack
IVTY,"Invuity, Inc.",8.9," 151,745,596.30 ",n/a,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ivty
CBMG,"Cellular Biomedicine Group, Inc.",10.75," 151,669,481.75 ",n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cbmg
FENC,Fennec Pharmaceuticals Inc.,9.56," 151,590,415.28 ",n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/fenc
CGEN,Compugen Ltd.,2.95," 150,838,680.20 ",n/a,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cgen
DMTX,"Dimension Therapeutics, Inc.",5.975," 150,624,689.18 ",n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/dmtx
OBLN,"Obalon Therapeutics, Inc.",8.87," 149,230,112.93 ",n/a,2016,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/obln
GEN           ,"Genesis Healthcare, Inc.",0.952," 148,818,145.11 ",n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/gen
TTOO,"T2 Biosystems, Inc.",4.15," 148,551,611.35 ",n/a,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ttoo
XBIT,XBiotech Inc.,4.18," 148,054,646.96 ",n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/xbit
VCEL,Vericel Corporation,4.4," 144,427,936.40 ",n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/vcel
IRMD,iRadimed Corporation,13.6," 143,915,784.80 ",n/a,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/irmd
KALV,"KalVista Pharmaceuticals, Inc.",13.14," 141,696,911.34 ",n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kalv
VSTM,"Verastem, Inc.",3.57," 141,372,000.00 ",n/a,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vstm
DRRX,DURECT Corporation,0.953," 140,089,661.99 ",n/a,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/drrx
ADVM,"Adverum Biotechnologies, Inc.",3.2," 138,517,715.20 ",n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/advm
ZYNE,"Zynerba Pharmaceuticals, Inc.",10.35," 137,212,837.65 ",n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/zyne
CRHM,CRH Medical Corporation,1.85," 137,135,390.30 ",n/a,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/crhm
CDTX,"Cidara Therapeutics, Inc.",8.1," 136,719,948.60 ",n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cdtx
ADXS,"Advaxis, Inc.",3.3," 135,517,255.50 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/adxs
LIFE,"aTyr Pharma, Inc.",4.5," 133,700,071.50 ",n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/life
CNAT,Conatus Pharmaceuticals Inc.,4.45," 133,521,898.45 ",n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cnat
PTN,"Palatin Technologies, Inc.",0.739," 132,314,589.77 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ptn
CTIC,CTI BioPharma Corp.,3.04," 130,650,615.04 ",n/a,1997,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctic
INFI,"Infinity Pharmaceuticals, Inc.",2.57," 130,272,045.84 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/infi
SPNE,SeaSpine Holdings Corporation,10.27," 128,904,326.07 ",n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/spne
ORMP,Oramed Pharmaceuticals Inc.,9.58," 127,614,815.96 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ormp
AST,"Asterias Biotherapeutics, Inc.",2.35," 127,014,618.90 ",n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/ast
QHC,Quorum Health Corporation,4.12," 124,825,798.88 ",n/a,2016,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/qhc
TRIB,Trinity Biotech plc,5.15," 123,369,516.90 ",23955246,1992,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/trib
ARLZ,Aralez Pharmaceuticals Inc.,1.82," 120,069,962.74 ",n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arlz
NITE,Nightstar Therapeutics plc,22.225," 119,126,000.00 ",5360000,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/nite
CPIX,Cumberland Pharmaceuticals Inc.,7.49," 119,065,369.22 ",n/a,2009,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cpix
LAKE,"Lakeland Industries, Inc.",14.45," 116,068,888.05 ",n/a,1986,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/lake
AXSM,"Axsome Therapeutics, Inc.",4.875," 115,103,464.13 ",n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/axsm
VRNA,Verona Pharma plc,13.55," 114,060,241.50 ",8417730,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/vrna
RGLS,Regulus Therapeutics Inc.,1.08," 112,088,588.40 ",n/a,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rgls
NVTR,Nuvectra Corporation,10.27," 109,889,000.00 ",n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/nvtr
HLTH,Nobilis Health Corp.,1.4," 108,927,019.60 ",n/a,2015,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/hlth
IMDZ,Immune Design Corp.,4.175," 106,962,381.10 ",n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imdz
